Date, Close/Last, Volume, Open, High, Low
06/14/2013, 15.7533, 1020870, 15.96, 16.0332, 15.6987
06/13/2013, 15.975, 1251864, 15.5633, 16.0158, 15.525
06/12/2013, 15.595, 1764132, 16.0833, 16.1, 15.5517
06/11/2013, 15.855, 1451502, 15.8317, 16.125, 15.77
06/10/2013, 16.0817, 1265676, 16.2167, 16.2233, 16.0367
06/07/2013, 16.1, 1924962, 15.8617, 16.1283, 15.7767
06/06/2013, 15.6783, 1949166, 15.485, 15.6783, 15.2726
06/05/2013, 15.4917, 3662675, 15.8667, 15.9267, 15.48
06/04/2013, 15.9833, 2022654, 16.1033, 16.2269, 15.805
06/03/2013, 16.1017, 2007438, 15.9467, 16.1233, 15.865
05/31/2013, 15.8617, 2360568, 16.1733, 16.4183, 15.83
05/30/2013, 16.2883, 1487232, 16.2333, 16.4383, 16.185
05/29/2013, 16.24, 1740084, 16.2783, 16.3217, 16.0633
05/28/2013, 16.46, 2025468, 16.525, 16.69, 16.375
05/24/2013, 16.2333, 1278972, 16.0867, 16.235, 16.0084
05/23/2013, 16.24, 2048472, 15.99, 16.3167, 15.9683
05/22/2013, 16.2333, 3215885, 16.4317, 16.7211, 16.1333
05/21/2013, 16.38, 1253676, 16.335, 16.4867, 16.2607
05/20/2013, 16.285, 915174, 16.2817, 16.395, 16.2417
05/17/2013, 16.3159, 1126512, 16.1533, 16.3306, 16.1183
05/16/2013, 16.06, 1531362, 16.1, 16.21, 16.0367
05/15/2013, 16.15, 1145100, 15.95, 16.2083, 15.95
05/14/2013, 15.9967, 1032348, 15.745, 16.0117, 15.7427
05/13/2013, 15.7417, 1137432, 15.7183, 15.7717, 15.665
05/10/2013, 15.78, 1176426, 15.765, 15.7917, 15.62
05/09/2013, 15.725, 1286208, 15.755, 15.8483, 15.6433
05/08/2013, 15.7517, 1132722, 15.6017, 15.76, 15.5903
05/07/2013, 15.61, 1410564, 15.5233, 15.6212, 15.4467
05/06/2013, 15.44, 622572, 15.44, 15.4814, 15.39
05/03/2013, 15.435, 1859364, 15.4167, 15.5283, 15.4018
05/02/2013, 15.1483, 1661076, 14.9817, 15.1618, 14.935
05/01/2013, 14.8967, 1900194, 15.0783, 15.1215, 14.8733
04/30/2013, 15.1633, 1569096, 15.1325, 15.185, 14.9633
04/29/2013, 15.1305, 1484238, 15.0033, 15.1867, 14.9467
04/26/2013, 14.9317, 1163016, 14.8583, 14.9883, 14.8583
04/25/2013, 14.9067, 1651938, 14.895, 15.0417, 14.8333
04/24/2013, 14.8583, 1478094, 14.9617, 15.005, 14.835
04/23/2013, 14.9317, 3006377, 14.7933, 14.9367, 14.5933
04/22/2013, 14.63, 1922544, 14.6383, 14.6717, 14.4083
04/19/2013, 14.5817, 1672158, 14.4983, 14.6033, 14.4315
